Participant,LookedAt,Time
49,Instruction 5,137
49,Building / Hand,140
49,Instruction 5,143
49,Building / Hand,143
49,Instruction 5,144
49,Building / Hand,145
49,Instruction 5,146
49,Building / Hand,148
49,Instruction 5,150
49,Building / Hand,151
49,Instruction 5,152
49,Building / Hand,153
49,Instruction 5,153
49,Building / Hand,154
49,Instruction 5,155
49,Instruction 6,157
49,Instruction 5,157
49,Turned Page Forwards,157
49,Instruction 7,160
49,Instruction 4,160
49,Building / Hand,163
49,Instruction 4,166
49,Instruction 3,167
49,Instruction 4,169
49,Building / Hand,173
49,Instruction 4,173
49,Lego,174
49,Building / Hand,175
49,Instruction 4,175
49,Lego,177
49,Instruction 4,177
49,Lego,178
49,Instruction 4,181
49,Lego,184
49,Instruction 4,184
49,Lego,186
49,Instruction 4,191
49,Lego,191
49,Instruction 4,195
49,Building / Hand,196
49,Instruction 4,198
49,Building / Hand,199
49,Instruction 4,199
49,Building / Hand,205
49,Instruction 4,206
49,Building / Hand,206
49,Instruction 4,208
49,Building / Hand,210
49,Instruction 4,222
49,Building / Hand,225
49,Instruction 4,226
49,Building / Hand,226
49,Instruction 4,237
49,Building / Hand,238
49,Instruction 4,238
49,Building / Hand,238
49,Instruction 4,239
49,Instruction 3,240
49,Instruction 5,240
49,Turned Page End,240
50,Turned Page Start,15
50,Instruction 4,15
50,Lego,17
50,Instruction 3,20
50,Building / Hand,21
50,Lego,22
50,Instruction 3,29
50,Building / Hand,30
50,Lego,32
50,Building / Hand,36
50,Lego,38
50,Instruction 4,40
50,Lego,43
50,Instruction 4,49
50,Building / Hand,50
50,Instruction 4,53
50,Lego,55
50,Building / Hand,61
50,Lego,61
50,Instruction 4,65
50,Building / Hand,68
50,Lego,72
50,Building / Hand,74
50,Instruction 4,75
50,Turned Page End,75
51,Turned Page Start,28
51,Instruction 4,29
51,Instruction 3,30
51,Building / Hand,31
51,Lego,32
51,Building / Hand,33
51,Instruction 3,35
51,Instruction 4,36
51,Instruction 3,36
51,Instruction 4,37
51,Instruction 3,37
51,Turned Page Forwards,38
51,Instruction 5,39
51,Turned Page Backwards,39
51,Instruction 3,39
51,Instruction 4,39
51,Instruction 3,40
51,Building / Hand,42
51,Instruction 3,42
51,Lego,43
51,Building / Hand,45
51,Instruction 3,45
51,Building / Hand,49
51,Lego,51
51,Instruction 3,53
51,Instruction 4,53
51,Building / Hand,54
51,Lego,56
51,Building / Hand,56
51,Instruction 3,57
51,Building / Hand,57
51,Instruction 3,58
51,Instruction 4,58
51,Building / Hand,59
51,Lego,60
51,Building / Hand,60
51,Lego,61
51,Building / Hand,68
51,Lego,69
51,Instruction 3,71
51,Building / Hand,72
51,Instruction 3,76
51,Lego,77
51,Instruction 3,79
51,Building / Hand,80
51,Lego,86
51,Building / Hand,86
51,Lego,87
51,Instruction 3,90
51,Lego,91
51,Instruction 3,100
51,Lego,102
51,Building / Hand,104
51,Instruction 3,110
51,Lego,111
51,Building / Hand,111
51,Instruction 4,114
51,Building / Hand,115
51,Instruction 4,116
51,Building / Hand,117
51,Lego,120
51,Instruction 3,121
51,Instruction 4,121
51,Building / Hand,123
51,Instruction 3,124
51,Instruction 4,126
51,Instruction 3,126
51,Building / Hand,127
51,Instruction 4,127
51,Building / Hand,130
51,Instruction 4,131
51,Building / Hand,132
51,Instruction 4,135
51,Building / Hand,139
51,Instruction 4,147
51,Instruction 3,147
51,Building / Hand,148
51,Instruction 4,150
51,Instruction 3,150
51,Instruction 4,151
51,Building / Hand,153
51,Instruction 4,154
51,Building / Hand,155
51,Building / Hand,158
51,Instruction 4,158
51,Building / Hand,159
51,Instruction 4,161
51,Instruction 3,163
51,Turned Page Backwards,164
51,Turned Page End,166
3,Turned Page Start,32
3,Instruction 3,34
3,Turned Page Forwards,35
3,Turned Page Backwards,36
3,Instruction 3,36
3,Lego,37
3,Instruction 3,39
3,Building / Hand,42
3,Lego,43
3,Instruction 6,46
3,Instruction 3,47
3,Building / Hand,48
3,Lego,49
3,Building / Hand,50
3,Instruction 3,51
3,Instruction 4,53
3,Lego,54
3,Instruction 4,55
3,Building / Hand,56
3,Instruction 4,57
3,Building / Hand,58
3,Instruction 4,60
3,Lego,60
3,Instruction 4,67
3,Building / Hand,68
3,Lego,68
3,Instruction 3,75
3,Instruction 4,76
3,Instruction 3,76
3,Lego,80
3,Instruction 4,85
3,Building / Hand,86
3,Instruction 4,88
3,Building / Hand,88
3,Instruction 4,92
3,Building / Hand,92
3,Instruction 4,95
3,Building / Hand,96
3,Lego,97
3,Building / Hand,101
3,Instruction 4,102
3,Instruction 3,103
3,Building / Hand,104
3,Turned Page End,106
